ID_NAME_PAIR,NUM_REGISTERED_VOTERS
"('390075', '0075 - 5-D ROOSEVELT')",1
"('271020', 'GOLDEN VALLEY P-7')",1946
"('194210', 'ROSEMOUNT P-1')",2756
"('20710', 'CIRCLE PINES P-2')",2086
"('560410', 'TORDENSKJOLD TWP')",355
"('450300', 'WRIGHT TWP.')",62
"('170050', 'GREAT BEND TWP')",207
"('670045', 'KANARANZI TWP')",122
"('270305', 'BROOKLYN PARK W-C P-2')",1461
"('191210', 'BURNSVILLE P-01')",2435
"('550134', 'ROCHESTER W2 P7')",1919
"('271605', 'MINNEAPOLIS W-6 P-01')",826
"('60065', 'MOONSHINE TWP')",55
"('570035', 'HICKORY TWP')",51
"('650152', 'REDWOOD FALLS')",0
"('720070', 'HENDERSON TWP.')",394
"('560190', 'FERGUS FALLS W-3 P-1')",940
"('450080', 'ECKVOLL TWP.')",47
"('620150', 'MAPLEWOOD P-03')",1275
"('560095', 'DEER CREEK')",160
"('830045', 'LONG LAKE TWP')",228
"('270650', 'DAYTON P-03')",1991
"('820225', 'OAKDALE P-1')",1708
"('410100', 'VERDI TWP')",81
"('80130', 'SIGEL TWP')",244
"('430115', 'PLATO CITY')",208
"('290020', 'BADOURA TWP.')",76
"('580140', 'MUNCH TWP.')",179
"('191060', 'APPLE VALLEY P-06')",1359
"('790085', 'MAZEPPA TWP.')",470
"('690890', 'PRAIRIE LAKE TWP')",34
"('250110', 'RED WING W-1 P-1')",1218
"('271375', 'MINNEAPOLIS W-1 P-04')",2240
"('710020', 'BIG LAKE CITY P-01')",1552
"('650025', 'BIRD ISLAND TWP.')",125
"('820140', 'HASTINGS W-1 P-1')",2
"('730355', 'ST CLOUD W4 P6')",2402
"('621730', 'WHITE BEAR TWP P-4')",1279
"('490100', 'HILLMAN TOWNSHIP')",111
"('690270', 'DULUTH P-24')",1632
"('430040', 'GLENCOE CITY P-3')",807
"('200055', 'MANTORVILLE')",732
"('860110', 'MAPLE LAKE TWP P-1A')",1237
"('570180', 'THIEF RIVER FALLS (5)')",1131
"('270020', 'BLOOMINGTON W-1 P-10')",2065
"('480125', 'WAHKON')",158
"('550130', 'ROCHESTER W2 P5')",1185
"('150045', 'GONVICK CITY')",154
"('420135', 'NORDLAND TWP')",125
"('40245', 'TAYLOR TWP')",58
"('20405', 'BLAINE W-2 P-1')",1314
"('450270', 'WANGER TWP.')",46
"('180082', 'CROW WING TWP P-2')",11
"('200005', 'ASHLAND TWP.')",211
"('270785', 'EDEN PRAIRIE P-19B')",1083
"('260065', 'LIEN TWP')",90
"('470145', 'UNION GROVE TWP.')",395
"('500075', 'BENNINGTON TWP.')",95
"('272655', 'ROBBINSDALE W-2')",2454
"('720015', 'ARLINGTON TWP.')",368
"('21315', 'COON RAPIDS W-4 P-3')",1629
"('310339', 'TACONITE P-1')",272
"('560275', 'MAINE TWP')",465
"('350055', 'HALMA')",29
"('10110', 'LOGAN TWP')",125
"('750075', 'MORRIS P-2A')",530
"('780005', 'ARTHUR TWP.')",38
"('340105', 'MAMRE TWP.')",245
"('192960', 'LAKEVILLE P-06')",1942
"('780025', 'DOLLYMOUNT TWP.')",46
"('271390', 'MINNEAPOLIS W-1 P-07')",1937
"('120020', 'GRACE TWP')",73
"('520120', 'ST PETER W-1 P-1')",1703
"('691060', 'VIRGINIA P-5')",1068
"('140040', 'DILWORTH CITY')",2341
"('271215', 'MAPLE GROVE P-06')",1801
"('220025', 'BLUE EARTH TWP.')",263
"('193040', 'LAKEVILLE P-14')",2033
"('40070', 'DURAND TWP')",122
"('440050', 'LAKE GROVE TWP')",94
"('490210', 'ROSING TOWNSHIP')",129
"('760065', 'EDISON TWP.')",59
"('690910', 'RICE LAKE')",2737
"('272865', 'ST LOUIS PARK W-4 P-16')",1593
"('10010', 'AITKIN TWP')",588
"('530015', 'BIGELOW TWP.')",228
"('820200', 'MAHTOMEDI P-1')",2534
"('650130', 'NORFOLK TWP.')",100
"('270045', 'BLOOMINGTON W-2 P-16')",2838
"('690915', 'SANDY TWP.')",244
"('670035', 'HILLS')",377
"('450260', 'VIKING')",45
"('240045', 'ALBERT LEA W-5 P-1')",1235
"('550142', 'ROCHESTER W3 P2')",1555
"('110240', 'ROGERS TWP')",67
"('100038', 'CHANHASSEN P-5')",2823
"('140135', 'KEENE TWP')",77
"('480060', 'KATHIO TWP.')",748
"('640035', 'GALES TWP.')",84
"('272190', 'MINNETONKA W-4 P-B')",1391
"('600230', 'GENTILLY TWP.')",155
"('380125', 'UNORG TERR NO 2 PREC 3')",461
"('640150', 'SHERMAN TWP.')",195
"('380110', 'UNORG TERR NO 1')",103
"('40195', 'RED LAKE AGENCY PREC')",822
"('230150', 'PRESTON TWP.')",159
"('60090', 'OTREY TWP')",52
"('620365', 'NEW BRIGHTON P-8')",1959
"('660113', 'NORTHFIELD W-4 P-1')",1496
"('480035', 'FORESTON')",271
"('210007', 'ALEXANDRIA W-1 P-2')",1624
"('860115', 'MARYSVILLE TWP')",1136
"('640115', 'REDWOOD FALLS W-2')",1076
"('550186', 'ROCHESTER W5 P8')",463
"('21115', 'COON RAPIDS W-2 P-3')",1909
"('820010', 'AFTON W-2 P-1')",534
"('271635', 'MINNEAPOLIS W-6 P-07')",816
"('620520', 'ROSEVILLE P-10')",2143
"('271760', 'MINNEAPOLIS W-9 P-03')",1883
"('540120', 'ROCKWELL TWP.')",40
"('710135', 'ELK RIVER W2 P2B')",2044
"('110295', 'WAHNENA')",108
"('140065', 'FELTON TWP')",58
"('193440', 'MENDOTA HTS P-4')",1356
"('200090', 'WESTFIELD TWP.')",271
"('310050', 'BIGFORK TWP')",167
"('200025', 'CONCORD TWP.')",369
"('640130', 'REVERE')",49
"('30165', 'RICEVILLE TWP')",59
"('610125', 'STARBUCK')",762
"('272790', 'ST LOUIS PARK W-1 P-01')",2494
"('621500', 'ST. PAUL W-7 P-08')",1696
"('200075', 'VERNON TWP.')",416
"('640180', 'VAIL TWP.')",151
"('272210', 'MINNETONKA W-4 P-F')",1611
"('320035', 'ENTERPRISE TWP.')",111
"('272720', 'SHOREWOOD P-1')",149
"('621640', 'SHOREVIEW P-6')",2806
"('40170', 'NORTHERN TWP P 01')",2525
"('850030', 'FREMONT TWP')",205
"('390040', '0040 - 4-A WHEELER UNORG')",217
"('480010', 'BOGUS BROOK TWP.')",847
"('350180', 'TEIEN TWP')",41
"('680028', 'CLEAR RIVER/OAKS UNORG')",74
"('191840', 'EAGAN P-14')",1852
"('660020', 'ERIN TWP.')",556
"('270350', 'BROOKLYN PARK W-E P-2')",1971
"('620355', 'NEW BRIGHTON P-6')",1709
"('560285', 'NEWTON TWP')",504
"('240015', 'ALBERT LEA W-2 P-1')",1410
"('500100', 'ELKTON')",77
"('450160', 'MOOSE RIVER TWP.')",17
"('271300', 'MAPLE GROVE P-23')",1461
"('60020', 'BARRY')",10
"('21410', 'COON RAPIDS W-5 P-2')",1915
"('690515', 'FIELD TWP.')",229
"('330100', 'SOUTH FORK TWP.')",454
"('170047', 'GERMANTOWN TWP P-2')",57
"('820045', 'COTTAGE GROVE P-02')",1690
"('870145', 'SWEDE PRAIRIE TWP')",68
"('640010', 'BROOKVILLE TWP.')",134
"('510100', 'LIME LAKE TWP')",116
"('560455', 'WOODSIDE TWP')",152
"('690845', 'NEW INDEPENDENCE TWP')",210
"('350185', 'THOMPSON TWP')",109
"('360100', 'MIZPAH CITY')",31
"('130067', 'NORTH BRANCH P-A')",1606
"('50060', 'RICE')",1019
"('550211', 'ROCHESTER TWP P-2')",0
"('310220', 'KINGHURST TWP')",73
"('310375', 'WINNIBIGOSHISH PREC')",120
"('350140', 'ST. JOSEPH TWP')",22
"('271200', 'MAPLE GROVE P-03')",1555
"('510140', 'SLAYTON TWP')",201
"('200050', 'KASSON P-1')",293
"('110085', 'CROOKED LAKE TWP')",420
"('290070', 'HUBBARD TWP.')",475
"('270050', 'BLOOMINGTON W-2 P-21')",1455
"('450100', 'FORK TWP.')",6
"('560060', 'CLITHERALL')",43
"('580185', 'PINE CITY TWP.')",846
"('490125', 'LITTLE FALLS W-2')",2164
"('180050', 'BRAINERD W-4 P-2')",733
"('540165', 'WINCHESTER TWP.')",27
"('70100', 'MANKATO W-05 P-01')",694
"('370110', 'MADISON TWP.')",134
"('691045', 'VIRGINIA P-2')",916
"('160050', 'TOFTE TWP PREC 11')",188
"('560050', 'CANDOR TWP')",397
"('621600', 'SHOREVIEW P-2')",3389
"('320050', 'HERON LAKE TWP.')",185
"('770065', 'FAWN LAKE TWP')",286
"('850055', 'HOMER TWP')",896
"('500135', 'LODI TWP.')",140
"('690095', 'CHERRY TWP.')",558
"('210155', 'OSAKIS')",844
"('820390', 'WOODBURY P-04')",2571
"('450155', 'MIDDLE RIVER TWP.')",49
"('440035', 'HEIER TWP')",94
"('50020', 'GILMANTON TWP')",529
"('770035', 'BURLEENE TWP')",210
"('272115', 'MINNETONKA W-1 P-F')",1544
"('30240', 'WOLF LAKE TWP')",146
"('192240', 'FARMINGTON P-4')",2767
"('720120', 'WINTHROP CITY')",740
"('370020', 'BAXTER TWP.')",123
"('21210', 'COON RAPIDS W-3 P-2')",1667
"('690125', 'COOK')",313
"('272815', 'ST LOUIS PARK W-2 P-06')",2485
"('620450', 'ROSEVILLE P-03')",2697
"('310045', 'BIGFORK')",195
"('691145', 'WINTON')",100
"('560030', 'BLUFFTON')",123
"('20135', 'ANOKA P-7')",1276
"('740015', 'BLOOMING PRAIRIE')",1083
"('810015', 'BYRON TWP.')",134
"('320105', 'MINNEOTA TWP.')",176
"('460140', 'NASHVILLE TWP.')",130
"('730195', 'NEW MUNICH')",167
"('350065', 'HAZELTON TWP')",51
"('820115', 'FOREST LAKE P-3')",2465
"('510095', 'LEEDS TWP')",129
"('360185', 'NORTHWEST KOOCHICHING')",309
"('110252', 'SHINGOBEE TWP P-2')",66
"('320060', 'JACKSON W-1')",928
"('270005', 'BLOOMINGTON W-1 P-07')",1552
"('600325', 'LIBERTY TWP.')",68
"('870105', 'OMRO TWP')",83
"('470075', 'FOREST PRAIRIE TWP.')",542
"('130030', 'CHISAGO LAKE TWP (S)')",1666
"('621190', 'ST. PAUL W-5 P-04')",3341
"('510135', 'SLAYTON CITY')",1163
"('850110', 'ST CHARLES')",2130
"('690885', 'PORTAGE TWP.')",122
"('460040', 'FAIRMONT W-1 P-2')",936
"('650110', 'KINGMAN TWP.')",120
"('194510', 'SUNFISH LAKE')",412
"('550136', 'ROCHESTER W2 P8')",1794
"('271395', 'MINNEAPOLIS W-1 P-08')",1424
"('460175', 'SILVER LAKE TWP.')",332
"('191710', 'EAGAN P-01')",810
"('760145', 'TORNING TWP.')",263
"('580120', 'KERRICK TWP.')",171
"('21925', 'HAM LAKE P-5')",1438
"('550148', 'ROCHESTER W3 P5')",2463
"('420050', 'GARVIN')",75
"('250200', 'WARSAW TWP.')",421
"('820280', ""ST. MARY'S POINT"")",282
"('690920', 'SOLWAY TWP.')",1300
"('621630', 'SHOREVIEW P-5')",3886
"('420180', 'VALLERS TWP')",124
"('180035', 'BRAINERD W-3 P-1')",760
"('210160', 'OSAKIS TWP.')",409
"('240070', 'ALDEN TWP.')",199
"('550100', 'ROCHESTER W1 P3')",1825
"('490220', 'SCANDIA VALLEY TOWNSHIP')",929
"('230155', 'RUSHFORD')",1075
"('690005', 'ALANGO TWP.')",140
"('700093', 'PRIOR LAKE P-6A')",1591
"('40065', 'CORMANT TWP')",84
"('600260', 'HAMMOND TWP.')",34
"('810075', 'WALDORF')",123
"('550164', 'ROCHESTER W4 P6')",464
"('580207', 'RUTLEDGE')",96
"('660055', 'FOREST TWP.')",885
"('860150', 'ROCKFORD TWP')",2150
"('450145', 'MARSH GROVE TWP.')",83
"('520100', 'NORTH MANKATO P-7')",371
"('180250', 'PLATTE LAKE TWP')",183
"('270750', 'EDEN PRAIRIE P-13')",1942
"('860180', 'VICTOR TWP')",691
"('360180', 'CENTRAL KOOCHICHING')",364
"('271050', 'GREENFIELD P-01')",1899
"('240205', 'PICKEREL LAKE TWP.')",455
"('680145', 'REINE TOWNSHIP')",58
"('850135', 'UTICA TWP')",309
"('490095', 'HILLMAN')",16
"('271195', 'MAPLE GROVE P-02')",1748
"('730405', 'ST STEPHEN')",521
"('780060', 'TARA TWP.')",62
"('590100', 'ROCK TWP.')",82
"('830035', 'LA SALLE')",45
"('621765', 'WHITE BEAR LAKE W-3 P-2')",378
"('620060', 'FALCON HEIGHTS P-1')",1497
"('271575', 'MINNEAPOLIS W-5 P-05')",1451
"('440055', 'MAHNOMEN')",584
"('750005', 'ALBERTA')",65
"('271235', 'MAPLE GROVE P-10')",1997
"('272715', 'ROGERS P-02')",4496
"('250180', 'VASA TWP.')",590
"('110312', 'WILLOW RIVER')",34
"('690300', 'DULUTH P-30')",1492
"('350118', 'PEATLAND UNORG')",5
"('870045', 'FRIENDSHIP TWP')",145
"('170025', 'CARSON TWP')",180
"('290120', 'PARK RAPIDS P-1')",824
"('730400', 'ST MARTIN TWP')",275
"('400047', 'KASOTA TWP. P-2')",760
"('271420', 'MINNEAPOLIS W-2 P-03')",1889
"('690215', 'DULUTH P-15')",1889
"('730443', 'WAITE PARK P4')",172
"('150040', 'FALK TWP')",130
"('740130', 'OWATONNA W-5 P-1')",1394
"('730137', 'LAKE HENRY')",47
"('180060', 'CENTER TWP')",645
"('390031', '0031 - 3-C S MCDOUGALD UNORG')",64
"('750110', 'SWAN LAKE TWP.')",155
"('220155', 'WELLS')",1255
"('730225', 'RAYMOND TWP')",120
"('440015', 'BEJOU TWP')",47
"('271902', 'MINNEAPOLIS W-11 P-10')",1654
"('420060', 'GRANDVIEW TWP')",183
"('22705', 'RAMSEY W-2 P-1')",1469
"('70035', 'DECORIA TWP')",723
"('210025', 'ALEXANDRIA W-5 P-1')",141
"('70160', 'MANKATO W-01 P-14')",2002
"('271503', 'MINNEAPOLIS W-3 P-12')",867
"('610020', 'BLUE MOUNDS TWP.')",118
"('730170', 'MELROSE')",1678
"('250005', 'BELLECHESTER')",69
"('590055', 'HOLLAND')",107
"('640160', 'SUNDOWN TWP.')",121
"('110145', 'LEECH LAKE TWP')",296
"('450075', 'EAST VALLEY TWP.')",19
"('270036', 'BLOOMINGTON W-1 P-30')",2053
"('550090', 'PLEASANT GROVE TWP.')",511
"('700075', 'NEW PRAGUE P-2')",2605
"('530040', 'ELK TWP.')",165
"('271595', 'MINNEAPOLIS W-5 P-09')",1485
"('270035', 'BLOOMINGTON W-1 P-15')",1283
"('490240', 'SWANVILLE TOWNSHIP')",310
"('90170', 'TWIN LAKES TWP')",1326
"('720055', 'GREEN ISLE')",303
"('620530', 'ST ANTHONY P-1')",2158
"('620010', 'ARDEN HILLS P-1')",2465
"('550212', 'ROCHESTER TWP P-3')",5
"('40275', 'UNORG DIST 1')",20
"('470070', 'FOREST CITY TWP.')",429
"('820190', 'LAKE ST. CROIX BEACH')",763
"('690865', 'OWENS TWP.')",166
"('310070', 'NORTH UNORGANIZED PREC')",336
"('600030', 'BRANDSVOLD TWP')",177
"('810080', 'WASECA W-1 P-A')",1112
"('110045', 'BOY LAKE TWP')",122
"('272460', 'PLYMOUTH W-3 P-13')",2442
"('820245', 'OAKDALE P-5')",2442
"('810005', 'ALTON TWP.')",251
"('290145', 'THORPE TWP.')",31
"('621710', 'WHITE BEAR TWP P-2')",2439
"('710040', 'CLEAR LAKE TWP')",1176
"('21105', 'COON RAPIDS W-2 P-1')",1862
"('230030', 'CANTON')",150
"('22610', 'RAMSEY W-1 P-2')",856
"('271502', 'MINNEAPOLIS W-3 P-11')",1491
"('100095', 'MAYER')",1192
"('620780', 'ST. PAUL W-2 P-11')",2622
"('310350', 'TROUT LAKE TWP')",705
"('600065', 'CROOKSTON W-1')",574
"('580080', 'DENHAM')",18
"('30050', 'DETROIT TWP P-1')",746
"('272730', 'SHOREWOOD P-3')",1447
"('191220', 'BURNSVILLE P-02')",1931
"('730005', 'ALBANY')",1530
"('22910', 'RAMSEY W-4 P-2')",1927
"('230160', 'RUSHFORD VILLAGE')",589
"('194250', 'ROSEMOUNT P-5')",1454
"('270340', 'BROOKLYN PARK W-E P-1A')",1600
"('170070', 'MIDWAY TWP')",162
"('20415', 'BLAINE W-2 P-2B')",1492
"('530010', 'BIGELOW')",117
"('860135', 'MONTROSE')",1783
"('500195', 'SARGEANT TWP.')",192
"('720060', 'GREEN ISLE TWP.')",310
"('272665', 'ROBBINSDALE W-3')",2161
"('80025', 'COMFREY')",210
"('460055', 'FAIRMONT W-2 P-2')",904
"('740045', 'LEMOND TWP.')",330
"('860015', 'ANNANDALE')",1808
"('870095', 'NORMAN TWP')",165
"('710111', 'ZIMMERMAN P-2')",1576
"('70150', 'MANKATO W-01 P-12')",810
"('370140', 'PERRY TWP.')",64
"('500005', 'ADAMS')",416
"('110095', 'EAST GULL LAKE')",762
"('370145', 'PROVIDENCE TWP.')",107
"('20025', 'ANDOVER P-5')",2363
"('30051', 'DETROIT TWP P-2')",525
"('770080', 'GREY EAGLE')",189
"('70130', 'MANKATO W-03 P-08')",1339
"('340145', 'ROSELAND TWP.')",223
"('271285', 'MAPLE GROVE P-20')",2318
"('21320', 'COON RAPIDS W-4 P-4')",2268
"('310155', 'GRAND RAPIDS P-4')",2032
"('270865', 'EDINA P-03')",2241
"('270505', 'CORCORAN P-02')",1591
"('580115', 'KERRICK')",31
"('330095', 'QUAMBA')",62
"('650095', 'HECTOR')",533
"('870020', 'CLARKFIELD')",472
"('350150', 'ST VINCENT TWP')",48
"('410070', 'LIMESTONE TWP')",84
"('670090', 'MARTIN TWP')",240
"('560425', 'UNDERWOOD')",209
"('10120', 'MCGREGOR')",178
"('510110', 'MASON TWP')",195
"('640095', 'NORTH HERO TWP.')",91
"('310184', 'GREENWAY TWP P-1')",149
"('340110', 'NEW LONDON')",755
"('272440', 'PLYMOUTH W-2 P-09')",2740
"('430125', 'ROUND GROVE TOWNSHIP')",152
"('21705', 'FRIDLEY W-2 P-1')",1151
"('272010', 'MINNEAPOLIS W-13 P-11')",1739
"('550182', 'ROCHESTER W5 P6')",841
"('23010', 'SAINT FRANCIS P-2')",1849
"('270905', 'EDINA P-11')",2022
"('310305', 'SAGO TWP')",107
"('100037', 'CHANHASSEN P-4')",2774
"('590035', 'FOUNTAIN PRAIRIE TWP.')",149
"('630095', 'TERREBONNE TWP.')",86
"('191340', 'BURNSVILLE P-14')",2343
"('191110', 'APPLE VALLEY P-11')",2240
"('560055', 'CARLISLE TWP')",111
"('810095', 'WASECA W-2 P-B')",502
"('192260', 'FARMINGTON P-6')",1940
"('480095', 'ONAMIA TWP.')",294
"('460160', 'ROLLING GREEN TWP.')",153
"('50050', 'MAYWOOD TWP')",579
"('50040', 'LANGOLA TWP')",649
"('60031', 'BEARDSLEY')",107
"('271720', 'MINNEAPOLIS W-8 P-05')",2436
"('130015', 'CENTER CITY')",417
"('550098', 'ROCHESTER W1 P2')",1124
"('350045', 'HALLOCK')",614
"('850225', 'WINONA W-4 P-3')",970
"('510050', 'ELLSBOROUGH TWP')",105
"('180205', 'MANHATTAN BEACH CITY')",44
"('10205', 'WAGNER TWP')",210
"('850120', 'SARATOGA TWP')",281
"('270915', 'EDINA P-13')",1290
"('650175', 'WANG TWP.')",175
"('270106', 'BLOOMINGTON W-3 P-28')",1643
"('490110', 'LASTRUP')",60
"('700040', 'HELENA TWP.')",1159
"('860100', 'HOWARD LAKE')",1096
"('450175', 'NEWFOLDEN')",196
"('271640', 'MINNEAPOLIS W-6 P-08')",1215
"('290080', 'LAKE EMMA TWP.')",707
"('310125', 'GOOD HOPE TWP')",86
"('750095', 'RENDSVILLE TWP.')",94
"('60045', 'FOSTER TWP')",93
"('460070', 'FAIRMONT W-3 P-2')",648
"('621090', 'ST. PAUL W-4 P-10')",1979
"('271415', 'MINNEAPOLIS W-2 P-02')",1398
"('310360', 'WARBA')",98
"('191040', 'APPLE VALLEY P-04')",1926
"('650135', 'OLIVIA')",1321
"('110290', 'WABEDO TWP')",315
"('520060', 'CITY OF NICOLLET')",686
"('180075', 'CROSSLAKE PRECINCT 1')",979
"('191740', 'EAGAN P-04')",2576
"('40280', 'UNORG DIST 2')",14
"('60050', 'GRACEVILLE')",366
"('194270', 'ROSEMOUNT P-7')",2436
"('110245', 'SALEM TWP P-1')",69
"('40165', 'NEBISH TWP')",168
"('40125', 'KELLIHER TWP')",69
"('350155', 'SKANE TWP')",35
"('620050', 'BLAINE W-1 P-9')",0
"('800005', 'ALDRICH CITY')",29
"('450015', 'ALVARADO')",148
"('310345', 'THIRD RIVER TWP')",38
"('680150', 'ROOSEVELT')",78
"('570070', 'POLK CENTRE TWP')",42
"('850058', 'LA CRESCENT')",33
"('150105', 'POPPLE TWP')",311
"('272370', 'ORONO P-4A')",1951
"('600035', 'BRANDT TWP.')",35
"('620220', 'MAPLEWOOD P-10')",1710
"('660140', 'WEBSTER TWP. P-1')",569
"('690935', 'TOIVOLA TWP.')",113
"('730027', 'AVON TWP P-2')",704
"('610090', 'LOWRY')",191
"('621290', 'ST. PAUL W-6 P-01')",1348
"('650030', 'BOON LAKE TWP')",224
"('780010', 'BROWNS VALLEY')",262
"('550132', 'ROCHESTER W2 P6')",857
"('271815', 'MINNEAPOLIS W-10 P-03A')",1874
"('680045', 'ENSTROM TOWNSHIP')",244
"('100135', 'WATERTOWN')",2502
"('570150', 'THIEF RIVER FALLS (3A)')",499
"('690852', 'NORTH STAR TWP.')",148
"('480065', 'LEWIS TWP.')",24
"('360195', 'SOUTHWEST KOOCHICHING')",265
"('770045', 'BURTRUM')",68
"('580010', 'ARNA TWP.')",69
"('800080', 'SHELL RIVER TWP.')",151
"('640005', 'BELVIEW')",211
"('250010', 'BELLE CREEK TWP.')",309
"('270200', 'BROOKLYN CENTER P-01')",2149
"('790060', 'LAKE TWP.')",306
"('22810', 'RAMSEY W-3 P-2')",1105
"('830110', 'ST JAMES CITY W-2')",1009
"('560065', 'CLITHERALL TWP')",380
"('580190', 'PINE LAKE TWP.')",347
"('600090', 'CROOKSTON W-6')",623
"('230120', 'OSTRANDER')",130
"('270895', 'EDINA P-09')",1683
"('100100', 'NEW GERMANY')",227
"('40255', 'TENSTRIKE')",102
"('500145', 'LYLE TWP.')",222
"('21710', 'FRIDLEY W-2 P-2')",1075
"('310189', 'GREENWAY TWP P-2')",17
"('340075', 'KANDIYOHI')",301
"('450235', 'TAMARAC TWP.')",50
"('770050', 'CLARISSA')",380
"('180040', 'BRAINERD W-3 P-2')",928
"('500220', 'WINDOM TWP.')",297
"('710035', 'CLEAR LAKE CITY')",313
"('271715', 'MINNEAPOLIS W-8 P-04')",1578
"('730441', 'WAITE PARK P2')",1876
"('520130', 'ST PETER W-2 P-1')",1333
"('140050', 'ELKTON TWP')",193
"('160045', 'SCHROEDER TWP PREC 12')",125
"('430070', 'HUTCHINSON CITY P-1')",2650
"('540020', 'BEAR PARK TWP.')",106
"('290150', 'TODD TWP. P-1')",814
"('530110', 'RANSOM TWP.')",131
"('560270', 'LIDA TWP')",576
"('810030', 'IOSCO TWP.')",379
"('210050', 'CARLOS')",319
"('370125', 'MAXWELL TWP.')",105
"('620390', 'NORTH ST. PAUL P-1')",1929
"('200010', 'CANISTEO TWP.')",441
"('540045', 'GOOD HOPE TWP.')",17
"('370045', 'DAWSON')",837
"('470065', 'ELLSWORTH TWP.')",616
"('271957', 'MINNEAPOLIS W-12 P-13')",1160
"('22305', 'LINWOOD P-1')",2120
"('520005', 'BELGRADE TOWNSHIP')",727
"('200020', 'CLAREMONT TWP.')",257
"('540090', 'LEE TWP.')",82
"('250145', 'RED WING W-3 P-2')",1087
"('510035', 'CURRIE')",129
"('621350', 'ST. PAUL W-6 P-07')",621
"('70135', 'MANKATO W-03 P-09')",2073
"('640045', 'HONNER TWP.')",46
"('470040', 'DARWIN')",206
"('290122', 'PARK RAPIDS P-2')",1188
"('620350', 'NEW BRIGHTON P-5')",1632
"('630100', 'WYLIE TWP.')",38
"('271805', 'MINNEAPOLIS W-10 P-01')",2189
"('480025', 'DAILEY TWP.')",134
"('490170', 'PIERZ TOWNSHIP')",301
"('270397', 'BROOKLYN PARK W-W P-1R')",2810
"('50067', 'ROYALTON')",2
"('680180', 'STAFFORD TOWNSHIP')",168
"('620020', 'ARDEN HILLS P-2')",1574
"('450045', 'CEDAR TWP.')",67
"('22515', 'OAK GROVE P-3')",1508
"('860050', 'CLEARWATER TWP')",926
"('191850', 'EAGAN P-15')",1756
"('790020', 'ELGIN TWP.')",465
"('820285', 'ST. PAUL PARK P-1')",746
"('170035', 'DALE TWP')",98
"('340200', 'WILLMAR W-2 P-3')",1078
"('80060', 'LEAVENWORTH TWP')",188
"('271380', 'MINNEAPOLIS W-1 P-05')",1903
"('90065', 'CLOQUET W-5 P-2')",304
"('490230', 'SWAN RIVER TOWNSHIP')",462
"('180200', 'LONG LAKE TWP')",706
"('870150', 'TYRO TWP')",111
"('540030', 'FLOM TWP.')",128
"('270557', 'CRYSTAL W-1 P-03')",546
"('10160', 'RICE RIVER TWP')",85
"('800030', 'LEAF RIVER TWP P-1')",125
"('620380', 'NORTH OAKS P-2')",1839
"('210130', 'MILTONA')",249
"('640200', 'WALNUT GROVE')",335
"('820230', 'OAKDALE P-2')",1681
"('470020', 'COLLINWOOD TWP.')",718
"('270770', 'EDEN PRAIRIE P-17')",1622
"('100119', 'VICTORIA P-3')",2606
"('680080', 'JADIS TOWNSHIP')",359
"('420090', 'LYONS TWP')",123
"('230125', 'PETERSON')",139
"('80120', 'NORTH STAR TWP')",160
"('860142', 'OTSEGO P-3')",434
"('40020', 'BEMIDJI W-1')",1314
"('690450', 'ELY')",2117
"('90175', 'WRENSHALL')",282
"('730070', 'EDEN LAKE TWP')",950
"('250155', 'RED WING W-4 P-1')",1123
"('700118', 'SAVAGE P-9')",1963
"('23110', 'SPRING LAKE PARK P-2')",1181
"('180065', 'CROSBY PREC 1')",822
"('70070', 'LE RAY TWP')",470
"('770170', 'STOWE PRAIRIE TWP')",280
"('510120', 'MURRAY TWP')",109
"('460085', 'FAIRMONT W-4 P-2')",556
"('80155', 'STARK TWP')",204
"('20315', 'BLAINE W-1 P-3')",1303
"('690275', 'DULUTH P-25')",1564
"('530085', 'LISMORE')",127
"('490250', 'UPSALA')",262
"('621110', 'ST. PAUL W-4 P-12')",1687
"('120125', 'TUNSBERG TWP')",129
"('191870', 'EAGAN P-17')",1900
"('810060', 'OTISCO TWP.')",352
"('290050', 'HART LAKE TWP. P-1')",254
"('194010', 'RANDOLPH TWP')",486
"('70020', 'CAMBRIA TWP')",171
"('691030', 'VAN BUREN TWP.')",115
"('270680', 'DEEPHAVEN P-02')",1434
"('271725', 'MINNEAPOLIS W-8 P-06')",2458
"('271710', 'MINNEAPOLIS W-8 P-03')",1511
"('50113', 'SAUK RAPIDS P-6')",0
"('550106', 'ROCHESTER W1 P6')",366
"('370025', 'BELLINGHAM')",82
"('320015', 'BELMONT TWP.')",129
"('340125', 'PENNOCK')",235
"('860035', 'BUFFALO TWP')",1230
"('70225', 'RAPIDAN TWP')",758
"('80030', 'COTTONWOOD TWP')",534
"('271270', 'MAPLE GROVE P-17')",1802
"('510065', 'HADLEY')",44
"('272925', 'WOODLAND P-01')",349
"('690797', 'MCKINLEY')",68
"('10210', 'WAUKENABO TWP')",222
"('490085', 'GREEN PRAIRIE TOWNSHIP')",483
"('280055', 'HOUSTON')",559
"('260010', 'BARRETT')",220
"('620950', 'ST. PAUL W-3 P-12')",1828
"('191510', 'COATES')",90
"('270465', 'CHAMPLIN W-4 P-01')",3433
"('650075', 'FAIRFAX')",636
"('80105', 'NEW ULM W-3 P-2')",938
"('380105', 'TWO HARBORS W-4')",626
"('690635', 'HIBBING W-B P-5')",1079
